transaction_id,date,client_id,banque,categorie,type,montant,solde_apres,ville,canal
TXN001588,2024-03-07,CLIENT_0104,Crédit Agricole,Logement,Débit,-210.06,969.23,Lyon,Virement
TXN001589,2024-04-25,CLIENT_0119,La Banque Postale,Loisirs,Débit,-1650.13,4593.7,Lille,Virement
TXN001590,2024-06-16,CLIENT_0009,LCL,Épargne,Débit,-367.33,10914.36,Paris,Virement
TXN001591,2024-04-03,CLIENT_0042,LCL,Alimentation,Débit,-90.11,11818.97,Toulouse,Carte bancaire
TXN001592,2024-10-19,CLIENT_0161,La Banque Postale,Virement,Crédit,2445.03,4830.48,Nantes,Espèces
TXN001593,2024-04-19,CLIENT_0031,Crédit Agricole,Virement,Crédit,3125.5,7961.13,Toulouse,Prélèvement
TXN001594,2024-04-05,CLIENT_0117,BNP Paribas,Loisirs,Débit,-2180.57,11466.12,Toulouse,Mobile
TXN001595,2024-05-14,CLIENT_0140,Société Générale,Transport,Débit,-1069.15,-106.08,Lyon,Virement
TXN001596,2024-08-22,CLIENT_0089,Crédit Agricole,Transport,Débit,-1783.17,1457.64,Strasbourg,Espèces
TXN001597,2024-10-10,CLIENT_0131,Société Générale,Transport,Crédit,4859.81,2330.49,Marseille,Virement
TXN001598,2024-01-09,CLIENT_0039,La Banque Postale,Santé,Débit,-888.07,8814.51,Paris,Mobile
TXN001599,2024-07-04,CLIENT_0136,Société Générale,Salaire,Crédit,1190.6,14181.03,Toulouse,Virement
TXN001600,2024-02-21,CLIENT_0193,Société Générale,Logement,Débit,-2148.06,3006.99,Nantes,Virement
TXN001601,2024-05-22,CLIENT_0134,LCL,Alimentation,Crédit,4747.05,4095.69,Strasbourg,Espèces
TXN001602,2024-06-13,CLIENT_0182,La Banque Postale,Logement,Débit,-753.48,660.49,Lille,Virement
TXN001603,2024-11-09,CLIENT_0106,Société Générale,Remboursement,Crédit,4798.41,417.94,Marseille,Espèces
TXN001604,2024-03-23,CLIENT_0152,Société Générale,Santé,Débit,-402.81,5994.64,Bordeaux,Prélèvement
TXN001605,2024-02-06,CLIENT_0032,La Banque Postale,Santé,Crédit,1417.28,13335.9,Marseille,Virement
TXN001606,2024-08-15,CLIENT_0031,La Banque Postale,Logement,Débit,-1902.66,-333.08,Lille,Mobile
TXN001607,2024-02-22,CLIENT_0077,BNP Paribas,Remboursement,Crédit,2381.99,9736.53,Strasbourg,Virement
TXN001608,2024-02-06,CLIENT_0066,BNP Paribas,Shopping,Crédit,4749.97,135.06,Strasbourg,Espèces
TXN001609,2024-10-26,CLIENT_0195,Crédit Agricole,Logement,Crédit,3472.61,11814.06,Bordeaux,Mobile
TXN001610,2024-02-22,CLIENT_0093,Société Générale,Transport,Crédit,3036.41,8785.23,Strasbourg,Espèces
TXN001611,2024-08-03,CLIENT_0186,Crédit Agricole,Alimentation,Débit,-2163.59,3843.16,Lille,Mobile
TXN001612,2024-06-17,CLIENT_0004,BNP Paribas,Épargne,Débit,-631.87,5028.25,Strasbourg,Virement
TXN001613,2024-10-26,CLIENT_0069,BNP Paribas,Virement,Crédit,1145.87,6223.39,Strasbourg,Mobile
TXN001614,2024-11-06,CLIENT_0171,LCL,Remboursement,Crédit,1910.32,7543.99,Paris,Mobile
TXN001615,2024-02-25,CLIENT_0026,La Banque Postale,Remboursement,Crédit,4199.12,9461.51,Lyon,Carte bancaire
TXN001616,2024-05-02,CLIENT_0101,BNP Paribas,Shopping,Débit,-1774.72,8858.99,Toulouse,Espèces
TXN001617,2024-08-23,CLIENT_0103,LCL,Remboursement,Crédit,4323.89,77.78,Paris,Virement
TXN001618,2024-10-17,CLIENT_0106,BNP Paribas,Logement,Débit,-2365.14,1031.47,Strasbourg,Prélèvement
TXN001619,2024-07-02,CLIENT_0013,Crédit Agricole,Shopping,Débit,-2414.14,3787.8,Strasbourg,Prélèvement
TXN001620,2024-03-23,CLIENT_0190,LCL,Santé,Débit,-2159.39,9548.45,Toulouse,Virement
TXN001621,2024-09-12,CLIENT_0059,Crédit Agricole,Transport,Débit,-1542.92,10967.82,Lille,Carte bancaire
TXN001622,2024-02-16,CLIENT_0098,Société Générale,Épargne,Débit,-1245.5,2385.98,Lille,Espèces
TXN001623,2024-06-28,CLIENT_0044,Crédit Agricole,Shopping,Débit,-2239.97,11198.95,Paris,Carte bancaire
TXN001624,2024-04-07,CLIENT_0165,La Banque Postale,Remboursement,Crédit,1587.11,7344.85,Lille,Mobile
TXN001625,2024-10-02,CLIENT_0024,La Banque Postale,Logement,Débit,-1740.61,2578.6,Nantes,Prélèvement
TXN001626,2024-03-15,CLIENT_0027,Crédit Agricole,Shopping,Débit,-994.91,13779.5,Lyon,Prélèvement
TXN001627,2024-04-25,CLIENT_0040,Crédit Agricole,Virement,Crédit,4139.36,3311.51,Paris,Espèces
TXN001628,2024-04-24,CLIENT_0056,Société Générale,Santé,Débit,-568.45,9542.37,Paris,Prélèvement
TXN001629,2024-05-04,CLIENT_0143,La Banque Postale,Alimentation,Crédit,2442.2,6303.72,Bordeaux,Espèces
TXN001630,2024-04-05,CLIENT_0100,Crédit Agricole,Salaire,Crédit,2925.43,9222.45,Toulouse,Prélèvement
TXN001631,2024-08-08,CLIENT_0139,Crédit Agricole,Shopping,Débit,-2314.14,3137.94,Lyon,Virement
TXN001632,2024-06-13,CLIENT_0130,LCL,Santé,Débit,-1449.5,997.63,Toulouse,Carte bancaire
TXN001633,2024-11-05,CLIENT_0142,Société Générale,Santé,Débit,-1795.32,9496.97,Strasbourg,Prélèvement
TXN001634,2024-10-21,CLIENT_0017,Société Générale,Alimentation,Débit,-1097.49,8661.48,Paris,Mobile
TXN001635,2024-08-17,CLIENT_0123,Société Générale,Salaire,Crédit,3268.87,13385.55,Lyon,Prélèvement
TXN001636,2024-02-03,CLIENT_0183,La Banque Postale,Loisirs,Débit,-2368.64,10780.29,Strasbourg,Espèces
TXN001637,2024-12-26,CLIENT_0138,Crédit Agricole,Logement,Crédit,1115.26,6507.73,Toulouse,Virement
TXN001638,2024-10-18,CLIENT_0139,La Banque Postale,Salaire,Crédit,4734.03,1735.61,Toulouse,Carte bancaire
TXN001639,2024-11-08,CLIENT_0019,La Banque Postale,Alimentation,Débit,-899.08,1355.09,Lyon,Mobile
TXN001640,2024-07-30,CLIENT_0195,Société Générale,Logement,Débit,-625.75,8823.64,Marseille,Carte bancaire
TXN001641,2024-11-28,CLIENT_0025,LCL,Virement,Crédit,3656.9,4642.75,Nantes,Espèces
TXN001642,2024-07-14,CLIENT_0025,Crédit Agricole,Virement,Crédit,735.62,4821.08,Toulouse,Virement
TXN001643,2024-12-28,CLIENT_0103,Société Générale,Épargne,Crédit,2523.43,2360.78,Bordeaux,Prélèvement
TXN001644,2024-11-27,CLIENT_0006,La Banque Postale,Transport,Débit,-1880.78,7619.94,Paris,Mobile
TXN001645,2024-01-31,CLIENT_0004,BNP Paribas,Shopping,Débit,-9.31,14769.5,Toulouse,Espèces
TXN001646,2024-06-05,CLIENT_0018,Société Générale,Alimentation,Débit,-1422.36,5309.96,Bordeaux,Mobile
TXN001647,2024-09-12,CLIENT_0175,Société Générale,Logement,Débit,-2439.56,1002.97,Toulouse,Mobile
TXN001648,2024-03-31,CLIENT_0046,La Banque Postale,Virement,Crédit,3546.52,13134.92,Marseille,Espèces
TXN001649,2024-01-16,CLIENT_0031,Crédit Agricole,Remboursement,Crédit,241.93,7832.64,Lille,Carte bancaire
TXN001650,2024-06-27,CLIENT_0050,La Banque Postale,Logement,Débit,-422.63,1045.68,Marseille,Mobile
TXN001651,2024-06-21,CLIENT_0100,LCL,Virement,Crédit,4646.6,7993.7,Lyon,Mobile
TXN001652,2024-02-03,CLIENT_0126,Société Générale,Shopping,Débit,-357.75,14386.0,Nantes,Carte bancaire
TXN001653,2024-07-02,CLIENT_0169,La Banque Postale,Alimentation,Crédit,4609.57,12069.06,Lyon,Mobile
TXN001654,2024-02-16,CLIENT_0134,LCL,Shopping,Crédit,2836.83,10384.19,Bordeaux,Prélèvement
TXN001655,2024-06-13,CLIENT_0110,LCL,Logement,Débit,-499.11,14135.83,Nantes,Espèces
TXN001656,2024-02-12,CLIENT_0144,LCL,Virement,Crédit,167.98,1116.94,Nantes,Prélèvement
TXN001657,2024-09-11,CLIENT_0011,Société Générale,Loisirs,Débit,-1748.76,7677.03,Lyon,Prélèvement
TXN001658,2024-10-27,CLIENT_0190,BNP Paribas,Remboursement,Crédit,2736.8,9434.45,Paris,Carte bancaire
TXN001659,2024-06-04,CLIENT_0176,LCL,Épargne,Débit,-2410.65,312.75,Marseille,Mobile
TXN001660,2024-07-08,CLIENT_0057,Crédit Agricole,Alimentation,Crédit,538.32,14224.45,Lyon,Virement
TXN001661,2024-09-10,CLIENT_0098,Société Générale,Santé,Débit,-1534.48,201.13,Lyon,Prélèvement
TXN001662,2024-01-03,CLIENT_0046,LCL,Santé,Débit,-2288.54,4626.64,Bordeaux,Prélèvement
TXN001663,2024-07-24,CLIENT_0067,LCL,Alimentation,Débit,-1498.89,9137.34,Lille,Virement
TXN001664,2024-11-30,CLIENT_0097,Crédit Agricole,Loisirs,Débit,-30.52,12265.1,Bordeaux,Espèces
TXN001665,2024-05-09,CLIENT_0011,LCL,Remboursement,Crédit,101.63,10234.11,Marseille,Virement
TXN001666,2024-02-06,CLIENT_0047,La Banque Postale,Transport,Débit,-2256.03,7072.32,Toulouse,Virement
TXN001667,2024-05-11,CLIENT_0067,BNP Paribas,Épargne,Débit,-719.67,12760.38,Lyon,Espèces
TXN001668,2024-04-13,CLIENT_0010,LCL,Transport,Débit,-1247.43,1470.28,Strasbourg,Carte bancaire
TXN001669,2024-02-27,CLIENT_0178,BNP Paribas,Santé,Débit,-973.22,795.92,Bordeaux,Espèces
TXN001670,2024-11-11,CLIENT_0011,La Banque Postale,Shopping,Débit,-361.18,8753.52,Bordeaux,Virement
TXN001671,2024-06-11,CLIENT_0065,Société Générale,Alimentation,Débit,-2371.73,4790.89,Toulouse,Espèces
TXN001672,2024-04-12,CLIENT_0017,Société Générale,Alimentation,Débit,-386.98,4022.99,Marseille,Virement
TXN001673,2024-06-20,CLIENT_0063,La Banque Postale,Virement,Crédit,175.28,6328.22,Lille,Mobile
TXN001674,2024-03-23,CLIENT_0017,LCL,Logement,Débit,-797.3,1226.17,Paris,Mobile
TXN001675,2024-03-27,CLIENT_0060,BNP Paribas,Shopping,Débit,-363.0,1108.79,Nantes,Carte bancaire
TXN001676,2024-10-15,CLIENT_0058,BNP Paribas,Alimentation,Débit,-1922.9,1354.45,Lyon,Carte bancaire
TXN001677,2024-11-28,CLIENT_0073,La Banque Postale,Virement,Crédit,4689.19,9494.25,Nantes,Espèces
TXN001678,2024-05-01,CLIENT_0163,LCL,Virement,Crédit,3082.41,4849.77,Strasbourg,Virement
TXN001679,2024-08-20,CLIENT_0074,Société Générale,Salaire,Crédit,4403.25,2969.52,Nantes,Prélèvement
TXN001680,2024-03-23,CLIENT_0011,LCL,Shopping,Débit,-1082.18,4147.79,Nantes,Mobile
TXN001681,2024-04-26,CLIENT_0104,LCL,Épargne,Débit,-1568.12,2725.56,Nantes,Espèces
TXN001682,2024-08-19,CLIENT_0087,Crédit Agricole,Virement,Crédit,4764.25,6684.52,Nantes,Virement
TXN001683,2024-09-28,CLIENT_0187,La Banque Postale,Santé,Débit,-1782.91,8309.99,Toulouse,Espèces
TXN001684,2024-10-07,CLIENT_0121,BNP Paribas,Épargne,Débit,-770.71,5588.86,Strasbourg,Prélèvement
TXN001685,2024-11-15,CLIENT_0041,LCL,Épargne,Débit,-546.86,8051.24,Nantes,Virement
TXN001686,2024-08-14,CLIENT_0070,La Banque Postale,Alimentation,Débit,-968.0,9838.4,Marseille,Espèces
TXN001687,2024-10-21,CLIENT_0190,Société Générale,Santé,Débit,-794.64,3308.33,Strasbourg,Prélèvement
TXN001688,2024-11-08,CLIENT_0010,BNP Paribas,Remboursement,Crédit,2676.41,9235.33,Lyon,Carte bancaire
TXN001689,2024-01-11,CLIENT_0024,Crédit Agricole,Alimentation,Crédit,4353.85,4638.38,Toulouse,Virement
TXN001690,2024-03-18,CLIENT_0081,La Banque Postale,Santé,Débit,-169.73,9160.09,Strasbourg,Espèces
TXN001691,2024-06-22,CLIENT_0039,Société Générale,Logement,Débit,-258.24,8209.26,Nantes,Carte bancaire
TXN001692,2024-09-29,CLIENT_0161,LCL,Remboursement,Crédit,2077.92,8205.79,Lille,Virement
TXN001693,2024-02-28,CLIENT_0098,LCL,Logement,Crédit,530.49,110.36,Nantes,Espèces
TXN001694,2024-03-28,CLIENT_0113,La Banque Postale,Alimentation,Débit,-2469.49,5116.96,Marseille,Espèces
TXN001695,2024-01-11,CLIENT_0087,BNP Paribas,Virement,Crédit,4735.69,8285.14,Toulouse,Carte bancaire
TXN001696,2024-03-31,CLIENT_0029,Société Générale,Logement,Débit,-1695.05,13709.84,Toulouse,Prélèvement
TXN001697,2024-12-30,CLIENT_0160,La Banque Postale,Transport,Débit,-2459.01,7168.62,Nantes,Virement
TXN001698,2024-07-05,CLIENT_0007,LCL,Loisirs,Débit,-704.21,7566.69,Toulouse,Virement
TXN001699,2024-01-27,CLIENT_0087,BNP Paribas,Santé,Débit,-661.47,14940.39,Lille,Espèces
TXN001700,2024-12-03,CLIENT_0160,BNP Paribas,Transport,Débit,-83.28,13016.62,Paris,Prélèvement
TXN001701,2024-07-13,CLIENT_0173,Crédit Agricole,Santé,Crédit,1931.08,57.74,Nantes,Prélèvement
TXN001702,2024-07-06,CLIENT_0105,Crédit Agricole,Salaire,Crédit,4275.45,11653.87,Marseille,Prélèvement
TXN001703,2024-05-13,CLIENT_0022,LCL,Salaire,Crédit,1004.87,3865.44,Lyon,Prélèvement
TXN001704,2024-09-17,CLIENT_0063,BNP Paribas,Transport,Débit,-325.67,11311.98,Marseille,Prélèvement
TXN001705,2024-02-03,CLIENT_0020,BNP Paribas,Logement,Débit,-596.18,854.5,Paris,Prélèvement
TXN001706,2024-11-12,CLIENT_0118,Crédit Agricole,Transport,Débit,-1567.19,13005.92,Lyon,Mobile
TXN001707,2024-03-03,CLIENT_0021,Société Générale,Alimentation,Débit,-502.81,11063.99,Lyon,Carte bancaire
TXN001708,2024-01-02,CLIENT_0021,LCL,Épargne,Débit,-586.52,274.98,Toulouse,Mobile
TXN001709,2024-04-08,CLIENT_0127,La Banque Postale,Virement,Crédit,4096.88,10477.68,Marseille,Espèces
TXN001710,2024-05-27,CLIENT_0048,La Banque Postale,Remboursement,Crédit,4331.79,449.63,Paris,Carte bancaire
TXN001711,2024-03-31,CLIENT_0049,BNP Paribas,Santé,Débit,-2196.05,8419.23,Lyon,Virement
TXN001712,2024-04-05,CLIENT_0152,Crédit Agricole,Shopping,Débit,-573.15,5617.35,Nantes,Mobile
TXN001713,2024-11-23,CLIENT_0062,La Banque Postale,Loisirs,Débit,-631.12,4843.77,Paris,Prélèvement
TXN001714,2024-05-24,CLIENT_0188,BNP Paribas,Logement,Débit,-161.64,4835.46,Nantes,Carte bancaire
TXN001715,2024-12-11,CLIENT_0023,Crédit Agricole,Virement,Crédit,109.39,11036.16,Toulouse,Mobile
TXN001716,2024-12-13,CLIENT_0092,LCL,Transport,Débit,-1819.24,4445.49,Toulouse,Espèces
TXN001717,2024-06-02,CLIENT_0049,Société Générale,Virement,Crédit,1601.7,14986.01,Marseille,Carte bancaire
TXN001718,2024-12-19,CLIENT_0104,LCL,Shopping,Débit,-2200.54,4527.7,Strasbourg,Espèces
TXN001719,2024-03-19,CLIENT_0036,Crédit Agricole,Logement,Débit,-966.98,14219.33,Nantes,Virement
TXN001720,2024-07-23,CLIENT_0045,Société Générale,Shopping,Débit,-1979.48,9757.47,Marseille,Virement
TXN001721,2024-02-18,CLIENT_0006,LCL,Alimentation,Débit,-379.0,4728.39,Nantes,Virement
TXN001722,2024-06-04,CLIENT_0156,LCL,Salaire,Crédit,1424.46,2444.16,Nantes,Espèces
TXN001723,2024-03-22,CLIENT_0028,BNP Paribas,Virement,Crédit,4847.04,426.29,Toulouse,Espèces
TXN001724,2024-11-07,CLIENT_0056,LCL,Loisirs,Débit,-1299.31,7160.59,Strasbourg,Carte bancaire
TXN001725,2024-06-06,CLIENT_0157,BNP Paribas,Logement,Débit,-779.98,9086.44,Marseille,Mobile
TXN001726,2024-05-24,CLIENT_0095,La Banque Postale,Shopping,Débit,-2018.78,12893.51,Strasbourg,Carte bancaire
TXN001727,2024-01-10,CLIENT_0084,Société Générale,Virement,Crédit,1881.54,3314.7,Toulouse,Espèces
TXN001728,2024-05-23,CLIENT_0179,Société Générale,Salaire,Crédit,1736.75,11804.18,Marseille,Prélèvement
TXN001729,2024-11-19,CLIENT_0152,La Banque Postale,Remboursement,Crédit,4857.12,3048.36,Bordeaux,Virement
TXN001730,2024-09-07,CLIENT_0131,BNP Paribas,Remboursement,Crédit,2375.28,-199.34,Nantes,Virement
TXN001731,2024-11-15,CLIENT_0187,Crédit Agricole,Shopping,Débit,-1229.9,8840.3,Lyon,Espèces
TXN001732,2024-07-18,CLIENT_0200,BNP Paribas,Santé,Débit,-694.14,1717.79,Strasbourg,Virement
TXN001733,2024-04-24,CLIENT_0038,Crédit Agricole,Alimentation,Débit,-2062.97,6979.57,Toulouse,Espèces
TXN001734,2024-06-09,CLIENT_0166,Société Générale,Remboursement,Crédit,4421.91,2600.9,Lyon,Prélèvement
TXN001735,2024-02-01,CLIENT_0097,LCL,Santé,Débit,-1262.8,3347.51,Paris,Prélèvement
TXN001736,2024-05-13,CLIENT_0196,LCL,Santé,Débit,-68.08,9600.34,Lyon,Prélèvement
TXN001737,2024-08-26,CLIENT_0114,Crédit Agricole,Logement,Débit,-958.14,1933.17,Lyon,Prélèvement
TXN001738,2024-08-21,CLIENT_0151,Société Générale,Loisirs,Débit,-1518.32,3913.82,Toulouse,Carte bancaire
TXN001739,2024-03-04,CLIENT_0081,LCL,Alimentation,Crédit,2785.25,5216.74,Paris,Espèces
TXN001740,2024-11-26,CLIENT_0009,Crédit Agricole,Shopping,Débit,-819.89,12459.14,Toulouse,Mobile
TXN001741,2024-10-18,CLIENT_0034,LCL,Alimentation,Crédit,326.5,10617.69,Lyon,Carte bancaire
TXN001742,2024-03-12,CLIENT_0024,Crédit Agricole,Logement,Débit,-412.64,10564.73,Toulouse,Prélèvement
TXN001743,2024-02-11,CLIENT_0016,La Banque Postale,Épargne,Débit,-178.59,5708.68,Nantes,Espèces
TXN001744,2024-12-21,CLIENT_0041,BNP Paribas,Logement,Débit,-228.24,2712.45,Lille,Virement
TXN001745,2024-05-02,CLIENT_0179,Société Générale,Alimentation,Débit,-1396.42,313.49,Strasbourg,Carte bancaire
TXN001746,2024-01-22,CLIENT_0036,La Banque Postale,Santé,Débit,-2375.17,14293.53,Toulouse,Prélèvement
TXN001747,2024-07-17,CLIENT_0172,LCL,Épargne,Débit,-1915.01,7129.52,Lyon,Carte bancaire
TXN001748,2024-04-12,CLIENT_0126,BNP Paribas,Remboursement,Crédit,228.23,3057.34,Toulouse,Carte bancaire
TXN001749,2024-10-24,CLIENT_0039,La Banque Postale,Shopping,Débit,-2073.45,5656.31,Paris,Mobile
TXN001750,2024-05-24,CLIENT_0052,La Banque Postale,Loisirs,Débit,-1279.64,1977.88,Lille,Prélèvement
TXN001751,2024-04-10,CLIENT_0116,BNP Paribas,Shopping,Crédit,1993.53,9582.17,Strasbourg,Mobile
TXN001752,2024-11-29,CLIENT_0029,BNP Paribas,Salaire,Crédit,3861.58,2671.15,Nantes,Carte bancaire
TXN001753,2024-04-15,CLIENT_0177,Société Générale,Santé,Débit,-1840.58,4128.45,Lille,Prélèvement
TXN001754,2024-08-25,CLIENT_0065,Société Générale,Alimentation,Débit,-578.38,13298.2,Paris,Prélèvement
TXN001755,2024-01-07,CLIENT_0185,LCL,Santé,Débit,-2151.59,2698.47,Toulouse,Espèces
TXN001756,2024-07-19,CLIENT_0123,La Banque Postale,Remboursement,Crédit,3781.6,13772.69,Lille,Virement
TXN001757,2024-02-09,CLIENT_0008,La Banque Postale,Remboursement,Crédit,580.94,-495.8,Paris,Carte bancaire
TXN001758,2024-05-20,CLIENT_0041,BNP Paribas,Alimentation,Débit,-956.65,8305.72,Paris,Prélèvement
TXN001759,2024-04-20,CLIENT_0072,LCL,Santé,Crédit,3722.14,5278.72,Paris,Prélèvement
TXN001760,2024-01-18,CLIENT_0053,BNP Paribas,Transport,Débit,-660.5,13916.95,Paris,Espèces
TXN001761,2024-03-30,CLIENT_0149,La Banque Postale,Alimentation,Débit,-1813.4,6556.29,Lille,Prélèvement
TXN001762,2024-01-12,CLIENT_0040,Société Générale,Remboursement,Crédit,2424.64,10837.23,Lyon,Espèces
TXN001763,2024-12-13,CLIENT_0106,Société Générale,Épargne,Débit,-1246.07,12371.99,Paris,Mobile
TXN001764,2024-01-23,CLIENT_0185,LCL,Transport,Crédit,4388.06,10503.48,Bordeaux,Prélèvement
TXN001765,2024-01-13,CLIENT_0001,BNP Paribas,Loisirs,Crédit,980.95,10189.97,Nantes,Mobile
TXN001766,2024-12-25,CLIENT_0191,BNP Paribas,Virement,Crédit,3970.22,10591.32,Lille,Prélèvement
TXN001767,2024-02-15,CLIENT_0140,Société Générale,Remboursement,Crédit,1868.12,12221.07,Toulouse,Prélèvement
TXN001768,2024-10-09,CLIENT_0089,LCL,Salaire,Crédit,771.19,10895.52,Marseille,Mobile
TXN001769,2024-07-24,CLIENT_0173,LCL,Shopping,Débit,-871.86,4032.97,Nantes,Prélèvement
TXN001770,2024-08-09,CLIENT_0092,LCL,Transport,Débit,-2212.51,4658.46,Strasbourg,Mobile
TXN001771,2024-12-14,CLIENT_0161,Société Générale,Logement,Crédit,1750.1,13733.63,Toulouse,Mobile
TXN001772,2024-11-19,CLIENT_0053,LCL,Logement,Crédit,2889.78,14647.1,Lyon,Espèces
TXN001773,2024-02-27,CLIENT_0148,BNP Paribas,Salaire,Crédit,2742.78,7553.32,Lille,Mobile
TXN001774,2024-12-06,CLIENT_0126,BNP Paribas,Logement,Débit,-1711.61,11709.73,Toulouse,Prélèvement
TXN001775,2024-10-07,CLIENT_0090,LCL,Épargne,Débit,-2049.31,2895.61,Lyon,Virement
TXN001776,2024-11-23,CLIENT_0193,Société Générale,Virement,Crédit,820.72,10256.11,Paris,Mobile
TXN001777,2024-02-25,CLIENT_0079,Société Générale,Virement,Crédit,764.56,619.2,Nantes,Prélèvement
TXN001778,2024-04-17,CLIENT_0049,BNP Paribas,Salaire,Crédit,3209.33,14249.03,Paris,Carte bancaire
TXN001779,2024-05-31,CLIENT_0018,Crédit Agricole,Transport,Débit,-2070.0,10047.46,Strasbourg,Carte bancaire
TXN001780,2024-08-04,CLIENT_0088,LCL,Shopping,Débit,-31.37,8762.19,Toulouse,Virement
TXN001781,2024-06-04,CLIENT_0152,BNP Paribas,Épargne,Débit,-2299.29,9345.9,Strasbourg,Carte bancaire
TXN001782,2024-09-12,CLIENT_0099,La Banque Postale,Shopping,Débit,-643.18,6840.76,Lyon,Espèces
TXN001783,2024-12-18,CLIENT_0176,LCL,Remboursement,Crédit,3120.15,4941.35,Paris,Espèces
TXN001784,2024-01-20,CLIENT_0065,La Banque Postale,Virement,Crédit,3807.29,845.84,Lyon,Carte bancaire
TXN001785,2024-05-05,CLIENT_0121,BNP Paribas,Transport,Débit,-1873.89,3241.37,Toulouse,Prélèvement
TXN001786,2024-10-09,CLIENT_0003,Société Générale,Virement,Crédit,1121.95,5864.41,Paris,Mobile
TXN001787,2024-08-15,CLIENT_0100,La Banque Postale,Transport,Débit,-1160.63,10305.53,Paris,Prélèvement
TXN001788,2024-10-26,CLIENT_0076,Société Générale,Transport,Débit,-1230.29,13485.06,Paris,Prélèvement
TXN001789,2024-11-03,CLIENT_0020,Société Générale,Shopping,Débit,-1718.58,14512.75,Strasbourg,Espèces
TXN001790,2024-05-07,CLIENT_0046,LCL,Alimentation,Débit,-1862.6,9635.01,Paris,Prélèvement
TXN001791,2024-04-03,CLIENT_0059,LCL,Santé,Débit,-1709.17,12605.85,Lyon,Carte bancaire
TXN001792,2024-03-25,CLIENT_0007,LCL,Logement,Débit,-2447.1,8880.69,Strasbourg,Prélèvement
TXN001793,2024-12-23,CLIENT_0163,La Banque Postale,Épargne,Débit,-1315.31,10254.09,Lyon,Espèces
TXN001794,2024-08-30,CLIENT_0017,BNP Paribas,Alimentation,Débit,-1395.42,6044.96,Lille,Prélèvement
TXN001795,2024-08-31,CLIENT_0036,BNP Paribas,Épargne,Débit,-611.86,13881.95,Paris,Virement
TXN001796,2024-02-14,CLIENT_0169,La Banque Postale,Remboursement,Crédit,974.61,2546.01,Toulouse,Mobile
TXN001797,2024-05-14,CLIENT_0048,La Banque Postale,Virement,Crédit,380.75,11744.97,Nantes,Carte bancaire
TXN001798,2024-10-13,CLIENT_0180,LCL,Alimentation,Débit,-372.73,1564.83,Paris,Prélèvement
TXN001799,2024-01-31,CLIENT_0171,Crédit Agricole,Salaire,Crédit,3951.03,1247.67,Paris,Prélèvement
TXN001800,2024-03-11,CLIENT_0049,LCL,Shopping,Crédit,4309.9,11918.99,Strasbourg,Espèces
TXN001801,2024-04-19,CLIENT_0019,Société Générale,Transport,Débit,-1384.82,9218.96,Marseille,Mobile
TXN001802,2024-03-15,CLIENT_0043,Société Générale,Transport,Débit,-2474.72,625.15,Nantes,Prélèvement
TXN001803,2024-04-25,CLIENT_0083,LCL,Loisirs,Débit,-1882.17,165.09,Paris,Virement
TXN001804,2024-12-09,CLIENT_0192,Société Générale,Shopping,Débit,-1518.06,12937.5,Strasbourg,Mobile
TXN001805,2024-09-17,CLIENT_0154,La Banque Postale,Épargne,Débit,-1889.8,1937.92,Lille,Espèces
TXN001806,2024-02-08,CLIENT_0181,Société Générale,Épargne,Débit,-1046.2,8206.14,Paris,Prélèvement
TXN001807,2024-05-22,CLIENT_0088,Crédit Agricole,Épargne,Débit,-1627.17,14793.52,Toulouse,Prélèvement
TXN001808,2024-08-28,CLIENT_0177,La Banque Postale,Salaire,Crédit,2464.55,11239.97,Marseille,Espèces
TXN001809,2024-06-21,CLIENT_0158,BNP Paribas,Transport,Débit,-2438.19,7757.46,Lille,Prélèvement
TXN001810,2024-05-18,CLIENT_0083,Société Générale,Loisirs,Débit,-573.47,13865.71,Bordeaux,Prélèvement
TXN001811,2024-06-05,CLIENT_0068,La Banque Postale,Santé,Débit,-1296.59,5878.86,Nantes,Virement
TXN001812,2024-11-09,CLIENT_0176,Crédit Agricole,Logement,Débit,-1722.39,2444.47,Toulouse,Virement
TXN001813,2024-08-24,CLIENT_0186,Crédit Agricole,Remboursement,Crédit,2624.56,1316.77,Bordeaux,Virement
TXN001814,2024-11-02,CLIENT_0063,LCL,Shopping,Débit,-1620.46,7202.81,Strasbourg,Prélèvement
TXN001815,2024-10-17,CLIENT_0156,BNP Paribas,Virement,Crédit,2710.17,1768.27,Lille,Carte bancaire
TXN001816,2024-07-11,CLIENT_0049,Crédit Agricole,Salaire,Crédit,4920.14,-449.36,Strasbourg,Espèces
TXN001817,2024-10-08,CLIENT_0108,Société Générale,Remboursement,Crédit,4114.73,7422.34,Lille,Carte bancaire
TXN001818,2024-08-06,CLIENT_0100,Crédit Agricole,Virement,Crédit,2996.6,6883.71,Lyon,Virement
TXN001819,2024-04-02,CLIENT_0018,Crédit Agricole,Transport,Débit,-2004.24,344.78,Lyon,Mobile
TXN001820,2024-10-01,CLIENT_0109,Société Générale,Loisirs,Débit,-244.25,11016.86,Paris,Mobile
TXN001821,2024-01-31,CLIENT_0073,LCL,Alimentation,Débit,-2442.21,10653.37,Bordeaux,Virement
TXN001822,2024-04-22,CLIENT_0142,Crédit Agricole,Remboursement,Crédit,3038.12,11151.76,Bordeaux,Virement
